**************************************************Fold-1**************************************************
args:Namespace(dataset='MQ2008_super', dir_data='/home/ryan/data/MQ2008/', dir_output='/home/ryan/code/ranker/out/', discount=0.0, dropout=0.1, epoch=200, feature_size=46, fold=1, framework='L2R', hidden_size=100, lr=0.001, min_docs=10, min_rele=1, model='attRNN', n_head=1, num_epoches=100, unknown_as_zero=True, vali_per_n_step=1, weight_decay=0.0005)
test ndcg 1:0.3782, 3:0.4328, 5:0.4827, 10:0.5828, 20:0.2474
test ndcg 1:0.3846, 3:0.4303, 5:0.4913, 10:0.5815, 20:0.2466
test err 1:0.2308, 3:0.3408, 5:0.3757, 10:0.3919, 20:0.1764
test ndcg 1:0.3590, 3:0.4229, 5:0.4852, 10:0.5815, 20:0.2496
test err 1:0.2115, 3:0.3306, 5:0.3660, 10:0.3821, 20:0.1763
test ndcg 1:0.3462, 3:0.4244, 5:0.4821, 10:0.5749, 20:0.2483
test err 1:0.2019, 3:0.3296, 5:0.3636, 10:0.3790, 20:0.1711
test ndcg 1:0.3782, 3:0.4349, 5:0.4895, 10:0.5938, 20:0.2495
test err 1:0.2260, 3:0.3452, 5:0.3775, 10:0.3931, 20:0.1847
test ndcg 1:0.3782, 3:0.4334, 5:0.4939, 10:0.5941, 20:0.2502
test err 1:0.2260, 3:0.3426, 5:0.3769, 10:0.3913, 20:0.1851
test ndcg 1:0.3782, 3:0.4262, 5:0.4819, 10:0.5860, 20:0.2488
test err 1:0.2260, 3:0.3394, 5:0.3732, 10:0.3896, 20:0.1845
test ndcg 1:0.3718, 3:0.4354, 5:0.4804, 10:0.5835, 20:0.2492
test err 1:0.2212, 3:0.3401, 5:0.3713, 10:0.3873, 20:0.1726
test ndcg 1:0.3077, 3:0.4199, 5:0.4482, 10:0.5353, 20:0.2265
test err 1:0.1827, 3:0.3190, 5:0.3438, 10:0.3595, 20:0.1462
test ndcg 1:0.3077, 3:0.3872, 5:0.4295, 10:0.5234, 20:0.2173
test err 1:0.1827, 3:0.3090, 5:0.3404, 10:0.3559, 20:0.1465
test ndcg 1:0.3269, 3:0.4122, 5:0.4344, 10:0.5097, 20:0.2190
test err 1:0.1875, 3:0.3168, 5:0.3413, 10:0.3560, 20:0.1470
test ndcg 1:0.3654, 3:0.4318, 5:0.4498, 10:0.5403, 20:0.2437
test err 1:0.2163, 3:0.3373, 5:0.3568, 10:0.3731, 20:0.1679
test ndcg 1:0.3333, 3:0.4266, 5:0.4451, 10:0.5441, 20:0.2434
test err 1:0.1923, 3:0.3265, 5:0.3458, 10:0.3631, 20:0.1630
test ndcg 1:0.3333, 3:0.3837, 5:0.4248, 10:0.5154, 20:0.2200
test err 1:0.2019, 3:0.3144, 5:0.3430, 10:0.3613, 20:0.1448
test ndcg 1:0.3269, 3:0.4188, 5:0.4505, 10:0.5410, 20:0.2323
test err 1:0.1971, 3:0.3253, 5:0.3490, 10:0.3679, 20:0.1618
test ndcg 1:0.3269, 3:0.4099, 5:0.4284, 10:0.5291, 20:0.2236
test err 1:0.1971, 3:0.3248, 5:0.3443, 10:0.3637, 20:0.1560
test ndcg 1:0.3846, 3:0.3954, 5:0.4438, 10:0.5428, 20:0.2302
test err 1:0.2404, 3:0.3350, 5:0.3667, 10:0.3847, 20:0.1565
test ndcg 1:0.4038, 3:0.3996, 5:0.4357, 10:0.5376, 20:0.2330
test err 1:0.2356, 3:0.3340, 5:0.3607, 10:0.3802, 20:0.1623
test ndcg 1:0.3590, 3:0.4267, 5:0.4610, 10:0.5685, 20:0.2355
test err 1:0.2212, 3:0.3412, 5:0.3645, 10:0.3849, 20:0.1608
test ndcg 1:0.3846, 3:0.4025, 5:0.4417, 10:0.5516, 20:0.2291
test err 1:0.2212, 3:0.3255, 5:0.3551, 10:0.3747, 20:0.1485
test ndcg 1:0.3654, 3:0.3971, 5:0.4382, 10:0.5448, 20:0.2262
test err 1:0.2163, 3:0.3203, 5:0.3492, 10:0.3693, 20:0.1487
test ndcg 1:0.3910, 3:0.4361, 5:0.4873, 10:0.5875, 20:0.2509
test err 1:0.2356, 3:0.3476, 5:0.3779, 10:0.3947, 20:0.1731
test ndcg 1:0.3910, 3:0.4120, 5:0.4970, 10:0.5775, 20:0.2480
test err 1:0.2356, 3:0.3370, 5:0.3759, 10:0.3909, 20:0.1684
test ndcg 1:0.4103, 3:0.4301, 5:0.4887, 10:0.5898, 20:0.2611
test err 1:0.2404, 3:0.3445, 5:0.3742, 10:0.3923, 20:0.1729
test ndcg 1:0.3910, 3:0.4255, 5:0.4726, 10:0.5856, 20:0.2529
test err 1:0.2356, 3:0.3436, 5:0.3716, 10:0.3914, 20:0.1709
test ndcg 1:0.3974, 3:0.4287, 5:0.4788, 10:0.5921, 20:0.2421
test err 1:0.2404, 3:0.3462, 5:0.3756, 10:0.3961, 20:0.1707
test ndcg 1:0.4167, 3:0.4310, 5:0.4943, 10:0.5939, 20:0.2484
test err 1:0.2452, 3:0.3497, 5:0.3815, 10:0.4009, 20:0.1735
test ndcg 1:0.4167, 3:0.4380, 5:0.4959, 10:0.6002, 20:0.2613
test err 1:0.2356, 3:0.3449, 5:0.3780, 10:0.3953, 20:0.1766
test ndcg 1:0.4167, 3:0.4244, 5:0.4988, 10:0.5954, 20:0.2529
test err 1:0.2356, 3:0.3425, 5:0.3772, 10:0.3947, 20:0.1747
test ndcg 1:0.4231, 3:0.4604, 5:0.4920, 10:0.6009, 20:0.2678
test err 1:0.2500, 3:0.3597, 5:0.3853, 10:0.4038, 20:0.1928
test ndcg 1:0.4167, 3:0.4603, 5:0.5240, 10:0.6078, 20:0.2623
test err 1:0.2452, 3:0.3589, 5:0.3906, 10:0.4039, 20:0.1807
test ndcg 1:0.3846, 3:0.4517, 5:0.5115, 10:0.5953, 20:0.2635
test err 1:0.2212, 3:0.3505, 5:0.3802, 10:0.3936, 20:0.1806
test ndcg 1:0.3782, 3:0.4452, 5:0.4860, 10:0.5898, 20:0.2588
test err 1:0.2163, 3:0.3441, 5:0.3712, 10:0.3887, 20:0.1758
test ndcg 1:0.3974, 3:0.4487, 5:0.5033, 10:0.6010, 20:0.2609
test err 1:0.2308, 3:0.3477, 5:0.3777, 10:0.3936, 20:0.1730
test ndcg 1:0.3718, 3:0.4290, 5:0.4875, 10:0.5772, 20:0.2582
test err 1:0.2212, 3:0.3401, 5:0.3690, 10:0.3860, 20:0.1833
test ndcg 1:0.3718, 3:0.4204, 5:0.4985, 10:0.5790, 20:0.2568
test err 1:0.2212, 3:0.3249, 5:0.3669, 10:0.3787, 20:0.1852
test ndcg 1:0.4487, 3:0.4818, 5:0.5303, 10:0.6256, 20:0.2738
test err 1:0.2596, 3:0.3696, 5:0.3991, 10:0.4140, 20:0.2008
test ndcg 1:0.4038, 3:0.4546, 5:0.5254, 10:0.6142, 20:0.2677
test err 1:0.2452, 3:0.3629, 5:0.3945, 10:0.4083, 20:0.1846
test ndcg 1:0.4103, 3:0.4418, 5:0.5115, 10:0.6049, 20:0.2715
test err 1:0.2500, 3:0.3520, 5:0.3836, 10:0.3990, 20:0.1978
test ndcg 1:0.4103, 3:0.4391, 5:0.5153, 10:0.6115, 20:0.2701
test err 1:0.2500, 3:0.3557, 5:0.3896, 10:0.4049, 20:0.1956
test ndcg 1:0.4103, 3:0.4313, 5:0.5032, 10:0.6010, 20:0.2696
test err 1:0.2500, 3:0.3542, 5:0.3855, 10:0.4030, 20:0.1960
test ndcg 1:0.4103, 3:0.4292, 5:0.5072, 10:0.6031, 20:0.2681
test err 1:0.2500, 3:0.3482, 5:0.3865, 10:0.4017, 20:0.1944
test ndcg 1:0.3910, 3:0.4221, 5:0.5032, 10:0.6066, 20:0.2678
test err 1:0.2356, 3:0.3430, 5:0.3809, 10:0.3964, 20:0.1905
test ndcg 1:0.3910, 3:0.4466, 5:0.5110, 10:0.6118, 20:0.2711
test err 1:0.2356, 3:0.3520, 5:0.3875, 10:0.4021, 20:0.1912
test ndcg 1:0.3910, 3:0.4350, 5:0.5245, 10:0.6038, 20:0.2690
test err 1:0.2356, 3:0.3498, 5:0.3868, 10:0.3992, 20:0.1913
test ndcg 1:0.3910, 3:0.4667, 5:0.5307, 10:0.6145, 20:0.2765
test err 1:0.2260, 3:0.3510, 5:0.3858, 10:0.3981, 20:0.1972
test ndcg 1:0.4103, 3:0.4706, 5:0.5327, 10:0.6112, 20:0.2752
test err 1:0.2500, 3:0.3623, 5:0.3968, 10:0.4087, 20:0.2081
test ndcg 1:0.4231, 3:0.4618, 5:0.5218, 10:0.6049, 20:0.2709
test err 1:0.2596, 3:0.3630, 5:0.3989, 10:0.4096, 20:0.2068
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
test err 1:0.0337, 3:0.1243, 5:0.1623, 10:0.1864, 20:0.0612
test ndcg 1:0.0577, 3:0.1693, 5:0.2303, 10:0.3246, 20:0.1176
